date,open,high,low,close,volume,name
2021-01-25,41.827,43.4241,40.5364,41.8347,2778238.02,BNBUSDT
2021-01-26,41.8347,42.598,39.6955,41.8396,2758108.622,BNBUSDT
2021-01-27,41.8397,42.0984,39.6102,40.8826,2638401.378,BNBUSDT
2021-01-28,40.8957,43.085,40.317,42.5254,2984098.651,BNBUSDT
2021-01-29,42.5277,44.0,41.8017,42.8618,3433689.4839999997,BNBUSDT
2021-01-30,42.8653,45.1071,42.5911,44.7849,2767954.291,BNBUSDT
2021-01-31,44.8022,45.8269,43.3,44.3292,2431692.1980000003,BNBUSDT
2021-02-01,44.3291,52.3736,43.4331,51.4781,6095055.413,BNBUSDT
2021-02-02,51.4762,53.0,49.1572,51.0071,4675040.877,BNBUSDT
2021-02-03,51.028999999999996,52.7,49.7823,52.12,2949735.0360000012,BNBUSDT
2021-02-04,52.12,57.0547,51.25,55.9599,4004741.2939999998,BNBUSDT
2021-02-05,55.9593,68.73,55.9202,67.7005,5040545.223,BNBUSDT
2021-02-06,67.6217,75.5,61.7,72.8356,8482528.531,BNBUSDT
2021-02-07,72.8693,74.8199,64.1803,68.3542,5969908.442000003,BNBUSDT
2021-02-08,68.355,79.8823,67.6152,79.8374,7860567.388999999,BNBUSDT
2021-02-09,79.8734,116.24,78.0381,107.3469,12487305.867999999,BNBUSDT
2021-02-10,107.3496,148.4,107.2811,128.9711,16613534.274,BNBUSDT
2021-02-11,128.9463,132.8,117.7289,124.085,5920400.255,BNBUSDT
2021-02-12,124.1129,141.32,120.89,136.6139,5626020.824,BNBUSDT
2021-02-13,136.7321,138.5067,125.0,133.3496,3785723.402,BNBUSDT
2021-02-14,133.3498,139.0,128.4615,135.8623,4405507.885,BNBUSDT
2021-02-15,135.8623,139.369,118.0,130.303,4772752.806,BNBUSDT
2021-02-16,129.9493,133.4925,126.0,130.183,3258276.7139999997,BNBUSDT
2021-02-17,130.183,175.9997,126.7546,165.3233,10185662.26,BNBUSDT
2021-02-18,165.3176,199.88,162.7969,195.6,11226893.373,BNBUSDT
2021-02-19,195.5549,348.6969,194.9279,333.111,20188858.198,BNBUSDT
2021-02-20,333.2212,335.0,223.0,253.0,13497656.247000001,BNBUSDT
2021-02-21,253.01,309.4995,249.7044,295.2597,10646422.307,BNBUSDT
2021-02-22,294.9167,296.0,220.5,267.5147,12604399.402,BNBUSDT
2021-02-23,267.1721,269.444,186.1,231.3646,15879767.559,BNBUSDT
2021-02-24,231.3646,281.0,213.0257,254.5056,11777825.187,BNBUSDT
2021-02-25,254.3826,265.4014,231.5,234.9146,6871992.794,BNBUSDT
2021-02-26,234.7605,239.4,209.105,221.717,7410706.385,BNBUSDT
2021-02-27,221.9592,237.77,219.011,225.3853,4192697.152,BNBUSDT
2021-02-28,225.4567,229.4,195.0,210.2138,5674373.249,BNBUSDT
2021-03-01,210.1177,260.0,209.1204,254.9637,7911568.194,BNBUSDT
2021-03-02,254.9486,264.9,227.0,239.6841,5386013.794,BNBUSDT
2021-03-03,239.7204,254.8481,236.002,240.5701,4278388.733,BNBUSDT
2021-03-04,240.4801,249.9885,225.5308,229.6369,3999983.836,BNBUSDT
2021-03-05,229.6369,232.2,215.6439,225.4714,3654842.805,BNBUSDT
2021-03-06,225.5391,232.4996,219.1514,226.3814,2663375.536,BNBUSDT
2021-03-07,226.3812,243.95,224.9542,240.11,3519962.9289999995,BNBUSDT
2021-03-08,240.1039,243.0986,228.7029,240.5509,3045991.9680000013,BNBUSDT
2021-03-09,240.7852,297.2962,235.6001,293.2052,7937298.708,BNBUSDT
2021-03-10,293.1305,295.5,263.8184,278.4499,6012304.147999999,BNBUSDT
2021-03-11,278.3522,315.2855,272.12,290.0301,6598662.207,BNBUSDT
2021-03-12,289.786,290.5,247.5547,263.2201,5905880.87,BNBUSDT
2021-03-13,263.192,284.2857,255.4206,276.2822,3902398.3860000004,BNBUSDT
2021-03-14,276.2892,276.8847,263.0003,263.238,2432196.535,BNBUSDT
2021-03-15,263.35,267.7453,249.5327,254.5144,3362734.143,BNBUSDT
2021-03-16,254.3894,259.7847,240.199,258.5352,3013229.0,BNBUSDT
2021-03-17,258.5611,272.1787,248.2001,269.7896,2856836.9189999998,BNBUSDT
2021-03-18,269.8578,277.8,257.01,261.4816,3152509.5889999997,BNBUSDT
2021-03-19,261.5157,269.0,255.0,262.935,2262870.653,BNBUSDT
2021-03-20,263.1083,274.6805,261.4,264.3023,2377018.11,BNBUSDT
2021-03-21,264.2213,268.0305,257.0001,264.6513,1973476.754,BNBUSDT
2021-03-22,264.7152,277.0,252.9164,254.7976,3265655.8310000002,BNBUSDT
2021-03-23,254.9689,262.97,251.838,255.4646,2587450.732,BNBUSDT
2021-03-24,255.5191,268.7062,240.3333,248.5236,3270691.795,BNBUSDT
2021-03-25,248.5345,250.0912,224.9686,233.9466,3498082.827,BNBUSDT
2021-03-26,234.0024,255.2113,233.8114,255.2105,2635329.155,BNBUSDT
2021-03-27,255.1201,276.0,249.5001,269.2234,3089181.848,BNBUSDT
2021-03-28,269.2864,281.3939,261.0,268.4263,3272613.755,BNBUSDT
2021-03-29,268.6234,277.9813,264.4585,275.2991,2728496.99,BNBUSDT
2021-03-30,275.2986,311.5325,271.2857,311.2962,5532768.33,BNBUSDT
2021-03-31,311.2962,316.6997,284.0,302.3724,4719335.506,BNBUSDT
2021-04-01,302.4591,339.0,300.7,334.7991,4390708.581,BNBUSDT
2021-04-02,334.6706,356.9882,324.6162,338.2932,4205858.478,BNBUSDT
2021-04-03,338.2932,349.1347,315.91,321.9497,3099870.848,BNBUSDT
2021-04-04,321.9597,352.3275,316.0,348.8617,2730876.03,BNBUSDT
2021-04-05,348.8705,380.0,335.8442,368.0263,3473780.055,BNBUSDT
2021-04-06,368.1506,411.755,363.8333,403.3648,4481056.436000002,BNBUSDT
2021-04-07,403.2607,414.3803,356.0,375.5538,6179859.708,BNBUSDT
2021-04-08,375.5538,422.6323,371.78,418.7048,4092498.6380000003,BNBUSDT
2021-04-09,418.7047,453.9937,403.19,453.9937,3670424.433,BNBUSDT
2021-04-10,453.9898,487.4062,450.0,471.2975,4659107.212,BNBUSDT
2021-04-11,471.2974,529.211,458.0165,525.9275,3644396.11,BNBUSDT
2021-04-12,525.9275,638.5673,515.1,596.7104,9279328.84,BNBUSDT
2021-04-13,596.7878,602.7871,530.2288,551.6442,5447746.544,BNBUSDT
2021-04-14,551.3956,590.5369,521.1313,550.0182,4213337.251,BNBUSDT
2021-04-15,550.0182,556.9,533.7166,541.8824,2306850.045,BNBUSDT
2021-04-16,541.8351,547.6074,489.7356,508.2743,4192218.462,BNBUSDT
2021-04-17,508.2614,547.95,506.0,514.6861,2949040.2210000013,BNBUSDT
2021-04-18,514.8178,520.4237,428.0,481.4367,4468597.46,BNBUSDT
2021-04-19,481.5112,540.0,467.8846,504.0322,5031325.713,BNBUSDT
2021-04-20,504.0322,589.5,470.207,586.3635,5730895.325,BNBUSDT
2021-04-21,586.5201,613.8975,535.9186,543.6327,5685067.8939999975,BNBUSDT
2021-04-22,543.6827,582.7051,480.0,505.2411,6375583.1389999995,BNBUSDT
2021-04-23,505.2282,530.0,450.0,526.5357,6855584.921,BNBUSDT
2021-04-24,526.4319,528.8088,482.3052,496.99199999999996,3005329.075,BNBUSDT
2021-04-25,496.99199999999996,517.74,478.01,505.0,2489756.6252,BNBUSDT
2021-04-26,505.0,550.0,501.5,535.33,3098650.6351,BNBUSDT
2021-04-27,535.33,579.5,525.0,568.78,2807308.6198,BNBUSDT
2021-04-28,568.78,578.88,538.0,562.78,2384514.8852,BNBUSDT
2021-04-29,562.78,615.29,554.0,599.7,4336516.3347,BNBUSDT
2021-04-30,599.66,628.0,585.72,622.65,3430512.4025,BNBUSDT
2021-05-01,622.64,645.57,609.21,620.0,2427568.3909,BNBUSDT
2021-05-02,620.0,629.0,595.3,621.78,2066258.2844,BNBUSDT
2021-05-03,621.77,680.0,621.22,676.15,2873379.617,BNBUSDT
2021-05-04,676.15,677.71,604.14,609.3,3765315.6951,BNBUSDT
2021-05-05,609.41,656.67,605.0,651.1,2270137.4732,BNBUSDT
2021-05-06,651.1,653.77,620.0,633.99,2065376.5442,BNBUSDT
2021-05-07,634.03,644.02,611.43,624.3,1979435.9584,BNBUSDT
2021-05-08,624.3,657.91,618.36,646.1,2186084.7749,BNBUSDT
2021-05-09,646.07,679.0,630.54,661.74,2343402.1219,BNBUSDT
2021-05-10,661.74,691.77,588.0,631.1,3074645.0692,BNBUSDT
2021-05-11,631.16,673.0,621.11,671.91,2640713.327,BNBUSDT
2021-05-12,671.9,684.91,581.4,594.65,2813834.8185,BNBUSDT
2021-05-13,594.2,633.5,526.6,571.1,5485323.7047,BNBUSDT
2021-05-14,571.1,615.0,566.0,602.61,2187570.2996,BNBUSDT
2021-05-15,602.61,611.31,560.0,563.41,2259793.5825,BNBUSDT
2021-05-16,563.42,606.78,534.88,564.32,2939528.1774,BNBUSDT
2021-05-17,564.66,564.66,483.0,512.07,4029118.3527,BNBUSDT
2021-05-18,512.06,534.0,490.0,507.88,2720596.4374,BNBUSDT
2021-05-19,507.9,516.5,280.0,334.8,11497731.3774,BNBUSDT
2021-05-20,334.8,423.83,284.27,391.17,8116861.4224,BNBUSDT
2021-05-21,391.37,415.71,274.0,326.01,8827845.3858,BNBUSDT
2021-05-22,326.23,335.82,284.55,299.76,5303046.012,BNBUSDT
2021-05-23,299.75,313.45,211.7,260.72,8801148.1832,BNBUSDT
2021-05-24,260.72,350.0,257.4,345.64,7794003.641,BNBUSDT
2021-05-25,345.64,378.12,306.61,343.18,7638986.0132,BNBUSDT
2021-05-26,343.18,388.28,336.21,379.16,5336916.0722,BNBUSDT
2021-05-27,379.16,387.56,340.0,369.67,4275801.5014,BNBUSDT
2021-05-28,369.83,373.68,312.3,328.82,5253443.3619,BNBUSDT
2021-05-29,328.86,347.0,295.22,305.04,3764083.2923,BNBUSDT
2021-05-30,305.18,338.32,291.06,325.57,3739673.1138,BNBUSDT
2021-05-31,325.55,356.0,307.55,353.33,4110136.8744,BNBUSDT
2021-06-01,353.37,364.4,339.48,362.39,3652280.6916,BNBUSDT
2021-06-02,362.36,419.43,350.43,401.54,4377024.6685,BNBUSDT
2021-06-03,401.52,433.0,391.32,428.48,4214469.415,BNBUSDT
2021-06-04,428.46,429.5,365.0,390.7,4926793.4499,BNBUSDT
2021-06-05,390.68,426.0,373.8,390.08,3977579.347,BNBUSDT
2021-06-06,390.05,400.29,381.5,393.73,1862065.4318,BNBUSDT
2021-06-07,393.82,407.42,353.53,357.96,3028938.8445,BNBUSDT
2021-06-08,357.94,366.33,319.18,352.5,4986849.8512,BNBUSDT
2021-06-09,352.5,378.77,333.56,375.54,3494285.6689999998,BNBUSDT
2021-06-10,375.56,377.55,344.13,351.94,2417974.6499,BNBUSDT
2021-06-11,351.96,366.28,340.84,345.75,2215352.723,BNBUSDT
2021-06-12,345.76,348.88,325.3,343.7,2074837.0012,BNBUSDT
2021-06-13,343.68,369.0,330.48,365.8,1958071.3656,BNBUSDT
2021-06-14,365.81,377.33,355.07,370.19,1978613.2384,BNBUSDT
2021-06-15,370.2,379.58,363.23,366.48,1545190.4369,BNBUSDT
2021-06-16,366.48,366.77,343.35,347.22,1531522.2062,BNBUSDT
2021-06-17,347.22,362.47,345.85,352.85,1239146.5273,BNBUSDT
2021-06-18,352.84,357.12,327.22,337.16,1583897.2791,BNBUSDT
2021-06-19,337.21,345.0,331.11,334.01,1067456.2119,BNBUSDT
2021-06-20,334.03,340.57,310.13,339.08,1618406.0051,BNBUSDT
2021-06-21,339.09,342.0,268.57,270.76,3729539.0167,BNBUSDT
2021-06-22,270.76,291.5,225.42,262.1,5570573.4851,BNBUSDT
2021-06-23,262.1,309.75,251.41,296.25,3319089.777,BNBUSDT
2021-06-24,296.17,316.49,281.5,308.62,2635799.196,BNBUSDT
2021-06-25,308.6,314.84,275.24,280.81,2711888.8709,BNBUSDT
2021-06-26,280.89,290.33,264.26,279.65,2263064.3633,BNBUSDT
2021-06-27,279.58,291.7,269.72,290.87,1539903.0268,BNBUSDT
2021-06-28,290.89,299.96,283.55,290.0,1884580.1557,BNBUSDT
2021-06-29,290.0,315.6,289.19,300.79,2126079.3416,BNBUSDT
2021-06-30,300.79,304.88,281.53,303.71,2061866.47,BNBUSDT
2021-07-01,303.75,304.0,281.0,287.43,1388151.0265,BNBUSDT
2021-07-02,287.49,290.74,276.4,287.17,1003331.2269,BNBUSDT
2021-07-03,287.17,303.21,282.77,298.13,1016731.5662,BNBUSDT
2021-07-04,298.18,314.91,292.58,307.62,1309414.0255,BNBUSDT
2021-07-05,307.63,307.68,291.0,302.02,1403218.2408,BNBUSDT
2021-07-06,302.04,322.5,301.8,319.92,2066912.3595,BNBUSDT
2021-07-07,319.91,340.0,318.23,327.51,1779058.2937,BNBUSDT
2021-07-08,327.51,328.21,304.4,310.14,1644090.8501,BNBUSDT
2021-07-09,310.08,319.69,301.43,317.09,1106411.7859999998,BNBUSDT
2021-07-10,317.09,321.44,310.57,316.12,818970.9225,BNBUSDT
2021-07-11,316.12,326.82,312.21,322.16,799617.835,BNBUSDT
2021-07-12,322.17,334.37,308.57,316.12,1322836.6575,BNBUSDT
2021-07-13,316.11,318.33,305.2,308.94,930032.3155,BNBUSDT
2021-07-14,308.98,313.46,290.24,309.4,1430288.4026,BNBUSDT
2021-07-15,309.33,324.33,301.32,316.11,2185210.8398,BNBUSDT
2021-07-16,316.12,323.5,301.5,302.88,1456105.4019,BNBUSDT
2021-07-17,302.94,306.71,295.0,300.52,1030879.9611,BNBUSDT
2021-07-18,300.56,309.18,298.7,302.1,815497.3527,BNBUSDT
2021-07-19,302.04,303.94,278.85,280.54,1318041.7074,BNBUSDT
2021-07-20,280.54,283.6,254.52,264.44,1796600.5803,BNBUSDT
2021-07-21,264.43,298.92,261.02,293.26,1740736.0226,BNBUSDT
2021-07-22,293.27,298.44,287.3,293.36,1173507.9432,BNBUSDT
2021-07-23,293.39,301.5,281.01,299.27,1640999.5389,BNBUSDT
2021-07-24,299.29,307.79,295.43,301.56,1438901.3811,BNBUSDT
2021-07-25,301.53,304.44,292.34,302.56,1083557.277,BNBUSDT
2021-07-26,302.56,328.0,301.0,304.0,2575554.2802,BNBUSDT
2021-07-27,304.0,318.41,297.61,313.48,1678708.0635,BNBUSDT
2021-07-28,313.47,318.68,308.0,313.8,1308249.13,BNBUSDT
2021-07-29,313.84,320.31,308.6,317.03,998946.1839,BNBUSDT
2021-07-30,317.1,325.66,306.16,322.58,1297421.6445,BNBUSDT
2021-07-31,322.58,338.44,317.21,332.38,1393753.965,BNBUSDT
2021-08-01,332.38,347.8,328.99,332.59,1514514.2178,BNBUSDT
2021-08-02,332.63,338.29,326.17,330.55,1018741.3098,BNBUSDT
2021-08-03,330.53,334.73,317.02,323.43,1060806.3447,BNBUSDT
2021-08-04,323.44,337.39,319.78,334.77,969671.4228,BNBUSDT
2021-08-05,334.78,340.17,323.37,337.91,1263649.4926,BNBUSDT
2021-08-06,337.92,347.14,331.12,342.39,1267498.9178,BNBUSDT
2021-08-07,342.39,359.74,340.34,356.18,1545801.188,BNBUSDT
2021-08-08,356.18,359.87,337.0,341.79,1275768.154,BNBUSDT
2021-08-09,341.79,357.7,333.15,354.32,1284975.5132,BNBUSDT
2021-08-10,354.32,376.6,348.0,371.92,1660844.1918,BNBUSDT
2021-08-11,371.95,408.72,371.09,390.96,1911892.6875,BNBUSDT
2021-08-12,390.92,406.18,371.59,385.66,1835305.9382,BNBUSDT
2021-08-13,385.69,411.46,382.91,410.76,1261827.2925,BNBUSDT
2021-08-14,410.74,418.8,400.0,408.67,1439286.5064,BNBUSDT
2021-08-15,408.66,415.16,395.88,414.05,1238115.4178,BNBUSDT
2021-08-16,414.05,437.0,410.79,415.72,1850324.1906,BNBUSDT
2021-08-17,415.72,435.77,398.77,401.8,1984029.275,BNBUSDT
2021-08-18,401.86,412.36,385.47,396.15,1750539.5385,BNBUSDT
2021-08-19,396.23,431.7,390.89,431.27,1852873.4714,BNBUSDT
2021-08-20,431.21,458.0,421.84,454.93,1691101.5102,BNBUSDT
2021-08-21,454.92,460.0,443.47,448.74,1426818.8978,BNBUSDT
2021-08-22,448.74,458.34,437.77,448.68,1135535.8076,BNBUSDT
2021-08-23,448.69,509.71,445.89,499.06,2660809.0219,BNBUSDT
2021-08-24,499.06,504.2,461.12,471.62,2080297.6979,BNBUSDT
2021-08-25,471.62,507.0,470.0,503.19,2242911.0333,BNBUSDT
2021-08-26,503.17,518.94,471.2,478.1,2229652.231,BNBUSDT
2021-08-27,478.2,495.0,467.1,494.5,1549790.9246,BNBUSDT
2021-08-28,494.6,497.0,482.3,486.2,891854.5838,BNBUSDT
2021-08-29,486.1,495.5,475.0,479.7,910773.939,BNBUSDT
2021-08-30,479.7,480.9,457.0,460.3,1125497.9612,BNBUSDT
2021-08-31,460.2,477.8,448.2,463.9,1477345.5552,BNBUSDT
2021-09-01,463.9,490.0,455.1,489.4,1320635.94,BNBUSDT
2021-09-02,489.5,504.7,478.0,483.7,1245680.6988,BNBUSDT
2021-09-03,483.6,495.0,473.0,488.5,1094104.742,BNBUSDT
2021-09-04,488.4,509.9,485.2,497.7,1248261.6277,BNBUSDT
2021-09-05,497.8,505.2,488.4,504.8,878406.045,BNBUSDT
2021-09-06,504.9,509.0,486.9,496.1,1121398.978,BNBUSDT
2021-09-07,496.1,504.8,369.0,418.7,3358688.1229,BNBUSDT
2021-09-08,418.7,425.5,382.3,415.0,2058507.11,BNBUSDT
2021-09-09,415.2,436.1,403.4,421.3,1543293.221,BNBUSDT
2021-09-10,421.3,439.4,393.2,401.4,1528906.751,BNBUSDT
2021-09-11,401.4,415.3,399.3,405.1,922767.055,BNBUSDT
2021-09-12,405.0,421.5,397.4,416.3,981402.8829999999,BNBUSDT
2021-09-13,416.4,419.7,383.0,399.1,1531654.719,BNBUSDT
2021-09-14,399.1,414.7,395.7,414.3,930635.792,BNBUSDT
2021-09-15,414.3,438.0,409.6,431.3,1182055.631,BNBUSDT
2021-09-16,431.2,435.0,415.6,424.3,1037049.02,BNBUSDT
2021-09-17,424.2,426.0,400.4,406.6,844137.7270000002,BNBUSDT
2021-09-18,406.8,420.0,401.5,410.7,733479.7390000002,BNBUSDT
2021-09-19,410.8,419.0,402.8,408.6,743095.7209999998,BNBUSDT
2021-09-20,408.5,410.1,353.7,364.1,1865673.9401,BNBUSDT
2021-09-21,364.1,376.0,336.8,344.4,1577059.1261,BNBUSDT
2021-09-22,344.4,379.9,342.3,379.0,1085212.972,BNBUSDT
2021-09-23,378.9,384.6,369.0,383.5,992215.176,BNBUSDT
2021-09-24,383.5,385.3,333.6,355.0,1718950.219,BNBUSDT
2021-09-25,355.0,360.8,343.2,349.6,916797.6170000001,BNBUSDT
2021-09-26,349.6,353.0,320.0,344.0,1538759.1618,BNBUSDT
2021-09-27,344.0,357.6,335.0,335.5,956544.069,BNBUSDT
2021-09-28,335.5,344.6,330.0,333.0,922077.2270000001,BNBUSDT
2021-09-29,332.9,375.4,331.2,367.7,1696420.045,BNBUSDT
2021-09-30,367.7,388.8,366.4,387.5,1163674.206,BNBUSDT
2021-10-01,387.5,423.4,381.5,421.5,1440336.041,BNBUSDT
2021-10-02,421.4,438.2,410.6,427.1,1039006.5179999999,BNBUSDT
2021-10-03,427.0,437.2,421.5,430.5,820910.792,BNBUSDT
2021-10-04,430.5,430.9,410.9,426.3,974423.359,BNBUSDT
2021-10-05,426.4,444.0,424.0,442.1,883699.828,BNBUSDT
2021-10-06,442.0,442.8,414.7,434.9,1245088.683,BNBUSDT
2021-10-07,434.9,450.0,423.6,438.5,1159098.7447,BNBUSDT
2021-10-08,438.5,441.6,415.7,419.2,1505999.188,BNBUSDT
2021-10-09,419.3,426.0,416.0,421.9,632123.5260000001,BNBUSDT
2021-10-10,421.9,422.3,402.0,404.1,729380.963,BNBUSDT
2021-10-11,404.0,424.0,399.8,413.1,759924.8840000002,BNBUSDT
2021-10-12,413.2,444.5,392.2,444.2,1966630.1830000002,BNBUSDT
2021-10-13,444.1,471.8,432.3,470.8,3383303.439,BNBUSDT
2021-10-14,470.7,482.8,461.2,472.7,1431305.925,BNBUSDT
2021-10-15,472.7,478.0,450.8,474.5,1508188.7869999998,BNBUSDT
2021-10-16,474.5,484.7,423.0,465.8,1040477.571,BNBUSDT
2021-10-17,465.8,472.4,454.2,470.9,890609.849,BNBUSDT
2021-10-18,471.0,487.6,466.4,484.9,1091006.031,BNBUSDT
2021-10-19,485.0,497.6,480.3,488.1,912494.969,BNBUSDT
2021-10-20,488.1,505.9,481.3,501.3,946412.94,BNBUSDT
2021-10-21,501.3,504.9,466.0,470.9,1851835.929,BNBUSDT
2021-10-22,470.9,498.0,470.7,479.3,1118876.638,BNBUSDT
2021-10-23,479.3,485.7,472.6,485.5,521970.795,BNBUSDT
2021-10-24,485.5,486.5,467.8,475.8,590939.031,BNBUSDT
2021-10-25,475.8,488.6,474.7,485.1,632116.761,BNBUSDT
2021-10-26,485.1,489.8,473.5,478.1,702610.184,BNBUSDT
2021-10-27,478.2,486.4,435.3,448.7,1370950.2140000002,BNBUSDT
2021-10-28,448.7,494.8,446.4,491.9,1523900.006,BNBUSDT
2021-10-29,492.0,533.61,487.6,530.3,1411851.4394,BNBUSDT
2021-10-30,530.3,540.5,510.2,528.3,1095033.1264,BNBUSDT
2021-10-31,528.4,535.0,508.9,524.6,1018991.819,BNBUSDT
2021-11-01,524.6,551.9,511.0,551.3,1274272.0851,BNBUSDT
2021-11-02,551.3,564.0,537.4,554.4,1153919.1399,BNBUSDT
2021-11-03,554.4,570.1,537.5,568.4,1262766.5996,BNBUSDT
2021-11-04,568.4,568.9,543.6,558.7,1052950.033,BNBUSDT
2021-11-05,558.8,616.9,554.1,607.3,1989945.5433,BNBUSDT
2021-11-06,607.3,637.8,595.1,637.7,1366385.957,BNBUSDT
2021-11-07,637.7,669.3,630.5,649.6,1476373.2487,BNBUSDT
2021-11-08,649.5,655.7,631.0,653.5,1290096.384,BNBUSDT
2021-11-09,653.6,656.7,631.9,635.0,879119.3979999998,BNBUSDT
2021-11-10,635.0,662.9,573.0,614.1,1814654.086,BNBUSDT
2021-11-11,614.2,635.2,605.7,628.4,1019740.949,BNBUSDT
2021-11-12,628.4,634.5,602.7,626.9,1012909.088,BNBUSDT
2021-11-13,626.8,655.0,619.6,649.5,900107.757,BNBUSDT
2021-11-14,649.5,661.0,634.5,650.8,933689.1390000001,BNBUSDT
2021-11-15,650.7,659.5,630.3,633.8,953989.6340000001,BNBUSDT
2021-11-16,633.9,635.2,573.7,588.7,2200954.903,BNBUSDT
2021-11-17,588.8,592.6,553.7,578.0,1453408.555,BNBUSDT
2021-11-18,577.9,588.2,510.0,531.8,1750338.428,BNBUSDT
2021-11-19,531.9,585.5,523.9,581.0,1300787.9579999999,BNBUSDT
2021-11-20,581.0,604.8,572.6,604.3,1119517.131,BNBUSDT
2021-11-21,604.4,605.2,579.6,584.0,970133.807,BNBUSDT
2021-11-22,584.0,585.5,553.8,559.3,1141002.755,BNBUSDT
2021-11-23,559.4,605.0,557.9,591.1,1202541.9170000001,BNBUSDT
2021-11-24,591.1,594.3,576.8,590.3,1079667.803,BNBUSDT
2021-11-25,590.4,650.0,587.4,639.1,1536194.042,BNBUSDT
2021-11-26,639.1,657.9,564.2,587.3,2413553.4390000002,BNBUSDT
2021-11-27,587.2,621.3,582.6,599.9,1183849.36,BNBUSDT
2021-11-28,599.9,612.9,571.6,611.3,1281130.351,BNBUSDT
2021-11-29,611.4,629.0,601.6,623.4,1090520.864,BNBUSDT
2021-11-30,623.5,635.0,602.6,622.5,1380656.205,BNBUSDT
2021-12-01,622.5,649.8,618.2,627.5,1384101.0869999998,BNBUSDT
2021-12-02,627.5,630.9,605.5,619.9,1104596.881,BNBUSDT
2021-12-03,619.9,628.0,574.0,595.0,1250950.1670000001,BNBUSDT
2021-12-04,595.1,596.0,489.2,568.6,2611783.647,BNBUSDT
2021-12-05,568.5,582.0,539.9,557.8,1258393.72,BNBUSDT
2021-12-06,557.7,593.0,533.0,587.5,2005928.9319999998,BNBUSDT
2021-12-07,587.5,594.1,572.2,578.7,1017363.943,BNBUSDT
2021-12-08,578.7,607.6,567.0,607.2,1113215.449,BNBUSDT
2021-12-09,607.3,617.0,567.7,570.2,1096635.012,BNBUSDT
2021-12-10,570.2,595.1,550.2,552.4,1083121.564,BNBUSDT
2021-12-11,552.5,572.7,542.0,564.5,950448.474,BNBUSDT
2021-12-12,564.6,574.8,559.3,570.3,544940.336,BNBUSDT
2021-12-13,570.3,572.2,511.1,521.0,1037150.705,BNBUSDT
2021-12-14,521.0,535.8,509.7,528.1,1263782.101,BNBUSDT
2021-12-15,528.0,546.7,501.6,541.1,1147515.305,BNBUSDT
2021-12-16,541.1,545.3,524.8,526.2,735504.682,BNBUSDT
2021-12-17,526.2,535.8,511.0,525.5,921732.7629999999,BNBUSDT
2021-12-18,525.5,537.8,515.0,533.9,580436.098,BNBUSDT
2021-12-19,533.9,544.4,527.1,529.8,540256.684,BNBUSDT
2021-12-20,529.8,534.8,505.6,524.0,727454.212,BNBUSDT
2021-12-21,524.0,535.7,509.8,528.3,686439.708,BNBUSDT
2021-12-22,528.4,545.0,527.2,533.6,721787.109,BNBUSDT
2021-12-23,533.6,552.6,524.3,549.0,844421.954,BNBUSDT
2021-12-24,549.0,554.4,537.4,542.1,665439.81,BNBUSDT
2021-12-25,542.1,550.5,539.1,547.4,455399.79299999995,BNBUSDT
2021-12-26,547.4,549.3,535.6,546.4,536338.775,BNBUSDT
2021-12-27,546.5,572.0,543.1,563.7,803370.2829999998,BNBUSDT
